"Toxicant","strain1","strain2","Relative.Potency.Estimate","SE","t.value","p.value","p...0.05"
"Methylmercury chloride","strainECA396","strainRC301",0.958432342295648,0.0675540430288923,-0.615324499328253,"0.538402","F"
"Methylmercury chloride","strainECA396","strainXZ1516",0.918625052795487,0.0652185732853642,-1.24772657703591,"0.21226","F"
"Methylmercury chloride","strainMY16","strainPD1074",0.846710608271481,0.0557264541027062,-2.75074727428377,"0.005993","T"
"Methylmercury chloride","strainMY16","strainRC301",0.744506932980143,0.0526441939142745,-4.85320503597985,"0.000001","T"
"Methylmercury chloride","strainMY16","strainXZ1516",0.713584767994526,0.0508911663736667,-5.62799504146711,"<< 0.00001","T"
"Methylmercury chloride","strainPD1074","strainRC301",0.879293262310742,0.0583207470517002,-2.06970492991549,"0.038593","T"
"Methylmercury chloride","strainPD1074","strainXZ1516",0.842772915590694,0.0562810788730056,-2.79360466355093,"0.005256","T"
"Methylmercury chloride","strainRC301","strainXZ1516",0.958466249787842,0.068318239587772,-0.607945264145706,"0.543285","F"
"Paraquat","strainCB4856","strainECA248",1.2282545818569,0.0714447062102773,3.1948424727942,"0.001418","T"
"Paraquat","strainCB4856","strainECA36",0.962807684321742,0.0550760696647224,-0.675289938164934,"0.499559","F"
"Paraquat","strainCB4856","strainECA396",1.16783644246222,0.0633441088521965,2.64959828946115,"0.008113","T"
"Paraquat","strainCB4856","strainMY16",1.16814074911167,0.064019079210142,2.6264162369432,"0.008685","T"
"Paraquat","strainCB4856","strainPD1074",1.0959135181581,0.059884765790269,1.6016346877603,"0.109372","F"
"Paraquat","strainCB4856","strainRC301",1.18710886234136,0.0657866205815322,2.84417805151531,"0.004491","T"
"Paraquat","strainCB4856","strainXZ1516",1.15753704570465,0.0636277363469716,2.47591781115045,"0.01336","T"
"Paraquat","strainECA248","strainECA36",0.783882835483627,0.0458196218165903,-4.71669463753892,"0.000003","T"
"Paraquat","strainECA248","strainECA396",0.950809758589839,0.0528789810524152,-0.930241854724889,"0.352342","F"
"Paraquat","strainECA248","strainMY16",0.951057513944425,0.0532784606282506,-0.918616744524031,"0.358391","F"
"Paraquat","strainECA248","strainPD1074",0.892252741692422,0.0499592350284022,-2.15670352531064,"0.031131","T"
"Paraquat","strainECA248","strainRC301",0.966500658639243,0.0548268843214183,-0.61100209824746,"0.541258","F"
"Paraquat","strainECA248","strainXZ1516",0.942424366090836,0.0529010043538055,-1.08836561068092,"0.276546","F"
"Paraquat","strainECA36","strainECA396",1.21294881779523,0.0661416797548492,3.21958587360519,"0.001301","T"
"Paraquat","strainECA36","strainMY16",1.21326487951182,0.0668694036254345,3.18927443568076,"0.001445","T"
"Paraquat","strainECA36","strainPD1074",1.13824758153039,0.0625252428461713,2.21106828598034,"0.027128","T"
"Paraquat","strainECA36","strainRC301",1.23296571233499,0.0686875708343901,3.39167202311878,"0.000706","T"
"Paraquat","strainECA36","strainXZ1516",1.20225156545161,0.066474161530823,3.04255910558311,"0.002372","T"
"Paraquat","strainECA396","strainMY16",1.00026057300353,0.0521013748493689,0.00500126924265765,"0.99601","F"
"Paraquat","strainECA396","strainPD1074",0.938413529764078,0.0485987838141117,-1.26724303372462,"0.205195","F"
"Paraquat","strainECA396","strainRC301",1.01650267038979,0.0534866990675869,0.308537836087745,"0.757701","F"
"Paraquat","strainECA396","strainXZ1516",0.991180788350932,0.0518411618955256,-0.170119868587068,"0.864931","F"
"Paraquat","strainMY16","strainPD1074",0.938169068232146,0.0492510750892664,-1.25542298631628,"0.209451","F"
"Paraquat","strainMY16","strainRC301",1.01623786623668,0.0541094106734034,0.300093200694576,"0.764133","F"
